"License Number","Municipality or First Nation","Store Name",Address,"Store Application Status",Website
CRSA1197441,COOKSTOWN,"The Canadian Cannabis Store","31 KING ST N","Authorized to Open",https://thecanadiancannabisstore.org
CRSA1321520,"FORT ERIE","PARADISE CANNABIS","427 GARRISON RD UNIT 101","Authorized to Open",
CRSA1321523,"NIAGARA FALLS","PARADISE CANNABIS","4025 DORCHESTER RD UNIT A3","Authorized to Open",
CRSA1322282,WELLAND,"Paradise Cannabis","37 NIAGARA ST","Authorized to Open",
CRSA1466357,LONDON,"Discounted Cannabis","1680 DUNDAS ST","Authorized to Open",https://www.discountedcannabis.ca
CRSA1197547,KINGSTON,"Cannabis Bazaar","1126 SYDENHAM RD","Authorized to Open",
CRSA1314626,LEAMINGTON,"Discounted Cannabis","282 ERIE ST S UNIT A","Authorized to Open",https://www.discountedcannabis.ca
CRSA1469160,"NORTH YORK","Sativa Bliss Cannabis Boutique","386 SHEPPARD AVE E SUITE 3","Authorized to Open",
CRSA1283316,"SOUTH RIVER","South River Buds","19 ISABELLA STREET","Authorized to Open",https://southriverbuds.ca/
CRSA1175562,"ST CATHARINES","CANNABIS & MORE","230 ONTARIO ST","Authorized to Open",
CRSA1202322,YORK,WEEDJAR,"355 OAKWOOD AVE","Authorized to Open",https://weedjar.ca/
CRSA1205147,"WASAGA BEACH","CANNABIS XPRESS","930 RIVER RD W UNIT 1","Authorized to Open",https://www.cannabis-xpress.com
CRSA1192850,ETOBICOKE,"THE GREEN CLOUD CANNABIS","557 DIXON RD SUITE 132","Authorized to Open",https://thegreencloudcannabis.com/
CRSA1203168,PICKERING,"Pop's Cannabis Co. Pickering","1822 WHITES RD UNIT 13","Authorized to Open",https://popscannabis.ca/shop
CRSA1316523,MISSISSAUGA,"Flowertown Cannabis","2425 TRUSCOTT DR SUITE 6","Authorized to Open",
CRSA1467896,"NORTH YORK","Pop's Cannabis Co.","3685 KEELE ST UNIT 2","Authorized to Open",https://popscannabis.ca/
CRSA1467341,BARRIE,"ONE PLANT ESSA ROAD","231 ESSA RD","Authorized to Open",https://www.oneplant.ca/locations/barrie-essa
CRSA1467351,BARRIE,"ONE PLANT BARRIE (CUNDLES)","627 CUNDLES ROAD EAST, UNIT 111","Authorized to Open",https://www.oneplant.ca/locations/barrie-cundles
CRSA1467367,"NORTH BAY","One Plant North Bay","1899 ALGONQUIN AVE UNIT 125","Authorized to Open",
CRSA1194742,UXBRIDGE,"Buzzed Buds","2 BROCK ST W UNITS 3 & 3A","Authorized to Open",https://www.buzzedbuds.co/
CRSA1467176,KITCHENER,"TRUE NORTH CANNABIS CO.","1 QUEEN ST N SUITE 102","Authorized to Open",https://www.tncc.ca/
CRSA1302895,GUELPH,"True North Cannabis Co.","715 WELLINGTON ST W SUITE A6","Authorized to Open",https://www.tncc.ca/
CRSA1314859,TORONTO,"VALUE BUDS","2389 BLOOR ST W","Authorized to Open",https://spiritleaf.ca/collections/spiritleaf-bloor-west-village
CRSA1191912,BRAMPTON,"Golden Tree Cannabis","10671 CHINGUACOUSY RD UNIT B7","Authorized to Open",https://www.goldentreecannabis.com
CRSA1195395,KINGSTON,"THE HERBARY","1650 BATH RD","Authorized to Open",https://www.theherbary.com
CRSA1197190,ETOBICOKE,"Jackpot Cannabis","2348 LAKE SHORE BLVD W","Authorized to Open",https://www.jackpot-cannabis.com
CRSA1194977,HAMILTON,"Sparkle Cannabis Company","778 CONCESSION ST","Authorized to Open",https://www.sparklecannabis.ca
CRSA1203667,GLOUCESTER,"Canna Cabana","1021 CYRVILLE RD UNIT A006","Authorized to Open",https://cannacabana.com/
CRSA1197481,SCARBOROUGH,"Good Cookie Town Center","1595 ELLESMERE RD","Authorized to Open",
CRSA1193856,"NORTH YORK",KANAB,"865 YORK MILLS RD UNIT 18","Authorized to Open",https://kanab.ca/
CRSA1200623,TORONTO,"Wonderland Cannabis","266 ADELAIDE ST W UNIT 2","Authorized to Open",https://www.wonderlandreserve.com/
CRSA1467531,ORILLIA,"Tokyo Smoke Orillia","317 ATHERLEY RD UNIT 7","Authorized to Open",
CRSA1198386,KINGSTON,"Northern Helm Cannabis","225 GORE RD UNIT 2","Authorized to Open",https://www.northernhelm.com/shopkingston
CRSA1467560,LONDON,"The Hunny Pot Cannabis Co.","334 WELLINGTON RD UNIT 5A","Authorized to Open",https://thehunnypot.com/
CRSA1467646,WINDSOR,"Discounted Cannabis","4782 WYANDOTTE ST E","Authorized to Open",https://www.discountedcannabis.ca
CRSA1197302,STOUFFVILLE,"Your Local Cannabis","5892 MAIN ST UNIT 301","Authorized to Open",https://yourlocalcannabis.com/stouffville/
CRSA1303297,WINDSOR,"Greentown Cannabis Discount Hut","3580 TECUMSEH RD E UNIT 4","Authorized to Open",
CRSA1179646,BRAMPTON,"THC Centre Cannabis Inc.","144 KENNEDY RD S UNIT 4","Authorized to Open",
CRSA1208160,LEAMINGTON,"Tony’s Joint","256 TALBOT ST W","Authorized to Open",
CRSA1468175,WINDSOR,"Discounted Cannabis","5124 TECUMSEH RD E UNIT 1","Authorized to Open",https://www.discountedcannabis.ca
CRSA1198649,LONDON,"Rightpuff Cannabis","919 COMMISSIONERS RD E SUITE 3","Authorized to Open",https://rightpuff.ca/
CRSA1195538,ETOBICOKE,"KUSH KORNER CANNABIS","2807 LAKE SHORE BLVD W","Authorized to Open",https://wwww.kushkorner.ca
CRSA1305506,SCARBOROUGH,"HOLLAND DAZE","275 PORT UNION RD UNIT 8","Authorized to Open",https://hollanddaze.ca
CRSA1190947,ETOBICOKE,"ABOVE THE CLOUDS CANNABIS","1126 THE QUEENSWAY UNIT 1 AND 2","Authorized to Open",https://www.abovethecloudscannabis.com
CRSA1468918,ALMONTE,"Bluebird Cannabis Co. Almonte","14 MILL ST UNIT 8A","Authorized to Open",https://bluebirdcannabis.store/
CRSA1197378,TORONTO,"Puffs Haven","569 YONGE ST","Authorized to Open",
CRSA1200931,TIMMINS,"CASA BLISS","82 THIRD AVE","Authorized to Open",https://casablisscannabis.com/
CRSA1191375,KEMPTVILLE,"Creekside Greens","19 REUBEN CRES","Authorized to Open",https://creeksidegreens.ca
CRSA1172652,"SAULT STE. MARIE","HIGHLIFE SSM","625 TRUNK RD UNIT 9","Authorized to Open",https://highlife.ca
CRSA1204043,GUELPH,"BUD'S CANNABIS STORE","370 STONE RD W UNIT 4B","Authorized to Open",https://www.budscannabisstore.ca
CRSA1447716,"PORT COLBORNE","SESSIONS CANNABIS PORT COLBORNE","287 WEST SIDE RD UNIT 105","Authorized to Open",https://www.sessions.ca/locations/287-west-side-rd-port-colborne-dispensary/
CRSA1196991,TORONTO,"SESSIONS CANNABIS - HUMBERLEA","39 ABRAHAM WELSH RD, UNIT C-7","Authorized to Open",https://www.sessions.ca/locations/39-abraham-welsh-rd-toronto-dispensary/
CRSA1195836,KINCARDINE,"SESSIONS CANNABIS - KINCARDINE","728 QUEEN ST","Authorized to Open",https://www.sessions.ca/locations/728-queen-street-kincardine/
CRSA1470862,BURLINGTON,"Kindling Cannabis Burlington","2232 MOUNTAINSIDE DR","Authorized to Open",https://shopkindling.ca/locations/burlington?srsltid=AfmBOoq0dSUs-0Mhp70OIKzUnr…
CRSA1187203,SCARBOROUGH,"TOTALLY BAKED CANNABIS","2582 BIRCHMOUNT RD","Authorized to Open",https://www.totallybakedcannabis.ca
CRSA1470756,COBOCONK,"Bud's Cannabis Store","6666  HWY 35 UNIT 1","Authorized to Open",
CRSA1199341,TRENTON,"CANNACO THE CANNABIS COMPANY","39 DUNDAS ST W","Authorized to Open",http://www.cannacocannabis.ca/
CRSA1203183,SCARBOROUGH,"COST CANNABIS - ST CLAIR","3443 ST CLAIR AVE E","Authorized to Open",https://costcan.ca/
CRSA1202043,"KIRKLAND LAKE","T CANNABIS NW - Kirkland Lake","59 GOVERNMENT RD W","Authorized to Open",https://tcann.ca/
CRSA1469779,STITTSVILLE,"Hunny Pot Cannabis","5754 HAZELDEAN RD UNIT A9","Authorized to Open",
CRSA1470645,MISSISSAUGA,"Sauga Cannabis","295 EGLINTON AVE E UNIT 13A","Authorized to Open",https://saugacannabis.com/
CRSA1204746,KITCHENER,"DAB GLASS","685 FISCHER HALLMAN RD SUITE M","Authorized to Open",https://shopdabglass.ca
CRSA1200506,"PORT DOVER","THE HAZE CO.","7 MAIN ST","Authorized to Open",
CRSA1195311,SCARBOROUGH,"Your Local Cannabis","5981 STEELES AVE E SUITE E104","Authorized to Open",https://yourlocalcannabis.com/steeles
CRSA1470563,"PORT DOVER","Grand Cannabis","511 MAIN ST UNIT 1","Authorized to Open",https://www.grandcannabis.ca
CRSA1477568,KITCHENER,"One Plant Kitchener","725 OTTAWA ST S UNIT 4","Authorized to Open",
CRSA1195546,ETOBICOKE,"Growers Retail","970 THE QUEENSWAY","Authorized to Open",https://www.growersretailcannabis.ca
CRSA1470422,KINMOUNT,"Fiore Verde","4075 COUNTY RD 121 UNIT A","Authorized to Open",
CRSA1196975,TILLSONBURG,"Grand Cannabis","523 BROADWAY ST UNIT B","Authorized to Open",https://www.grandcannabis.ca
CRSA1199126,KINCARDINE,"NUCLEAR LETTUCE","855A QUEEN ST","Authorized to Open",https://shop.nuclearlettuce.com/menu/nuclear-lettuce/
CRSA1471778,WINDSOR,"The We Store","3051 DOUGALL AVE","Authorized to Open",https://thewestore.com
CRSA1472946,NEWCASTLE,"Fuel & Flower Cannabis","216 KING AVE E SUITE 3","Authorized to Open",
CRSA1298993,"NORTH YORK","Budbar Express","380 WILSON AVE","Authorized to Open",https://www.budbarexpress.com
CRSA1196675,GLOUCESTER,"Mary J's Cannabis Riverside South","3771 SPRATT RD UNIT 7","Authorized to Open",https://www.maryjcannabis.ca/
CRSA1201048,TORONTO,Cookies,"278A QUEEN ST W","Authorized to Open",https://www.cookiescannabis.ca
CRSA1471633,SCARBOROUGH,"Cannabis Hut","2807 EGLINTON AVE E SUITE 3","Authorized to Open",https://Cannabishut.ca
CRSA1203634,WINDSOR,"Canna Cabana","4140-4150 WALKER ROAD, UNIT 200-102","Authorized to Open",https://cannacabana.com/
CRSA1199692,KENORA,"T CANNABIS NW - Kenora","400 SECOND ST S","Authorized to Open",https://tcann.ca/
CRSA1199523,COCHRANE,"T CANNABIS NW - Cochrane","143 FOURTH ST W","Authorized to Open",https://tcann.ca/
CRSA1302187,VERNON,"Olympia Cannabis Vernon O/C Vernon","8717 BANK ST UNIT 1","Authorized to Open",
CRSA1193342,INNISFIL,"CANNA CABANA","1491 INNISFIL BEACH RD SUITE 6","Authorized to Open",https://cannacabana.com/
CRSA1307416,AMHERSTBURG,"Discounted Cannabis","421 SANDWICH ST S UNIT 5","Authorized to Open",https://www.discountedcannabis.ca
CRSA1199354,BRADFORD,"Olympus Cannabis","12 HOLLAND ST W","Authorized to Open",https://olympuscannabis.ca/#/menu
CRSA1206312,CORNWALL,"CORNWALL CANNABIS","61 NINTH ST E UNIT 3","Authorized to Open",
CRSA1200493,TORONTO,"GREEN VIBE CANNABIS","461 BLOOR ST W","Authorized to Open",
CRSA1309842,HAMILTON,Bestbudz,"1024 UPPER WENTWORTH ST UNIT 7","Authorized to Open",https://bestbudz.ca
CRSA1199732,"NORTH YORK","Go Hi Ltd","18 SATTERLY RD","Authorized to Open",
CRSA1172364,TORONTO,"Edition X","764 ST CLAIR AVE W","Authorized to Open",https://helloedition.com/locations/wychwood-cedarvale-location/
CRSA1205396,OSHAWA,"FIKA LOCAL CANNABIS","1445 HARMONY RD N UNIT 100","Authorized to Open",https://fikacannabis.com/shop
CRSA1450642,SCARBOROUGH,"FRIENDLY STRANGER","797 MILNER AVE UNIT 200","Authorized to Open",https://friendlystranger.com/shop
CRSA1473056,VANIER,"Pharaonic Cannabis Co.","196 BEECHWOOD AVE","Authorized to Open",https://www.shoppharaonic.com
CRSA1201153,"ST CATHARINES","UpHi Cannabis Emporium","284-286 GENEVA ST UNIT 7","Authorized to Open",https://www.uphicannabis.com
CRSA1194941,BRAMPTON,"CROWN LEAF","1 STEELES AVE E UNIT 14","Authorized to Open",https://thecrownleaf.ca
CRSA1473399,ETOBICOKE,"Cannabis 151","156 THE QUEENSWAY SUITE 1B","Authorized to Open",
CRSA1201352,BRAMPTON,"CANTOPIA CANNABIS CO.","55 MOUNTAINASH ROAD, D2-A","Authorized to Open",
CRSA1206830,"PORT HOPE","CANNABIS XPRESS","5 QUINLAN DR UNIT B","Authorized to Open",https://www.cannabis-xpress.com
CRSA1206682,STIRLING,"PARADISE CANNABIS","28 MILL STREET","Authorized to Open",
CRSA1192185,"NORTH YORK","PURPLE MOOSE","5984 BATHURST ST","Authorized to Open",https://purplemoosecannabis.com
CRSA1195943,LONDON,"Tokyo Smoke","645 COMMISSIONERS RD E UNIT 103","Authorized to Open",https://ca.tokyosmoke.com/pages/tokyo-smoke-london-wellington-corners
CRSA1207608,"EAST YORK","Sensations Cannabis","1391 O'CONNOR DR","Authorized to Open",https://sensationscannabis.com/
CRSA1474160,BARRIE,"Discounted Cannabis","7 ANNE ST S SUITE 9","Authorized to Open",https://www.discountedcannabis.ca
CRSA1196927,ETOBICOKE,"Runway Pot","936 DIXON RD UNIT B","Authorized to Open",https://runwaypot.com/products/
CRSA1201516,DRYDEN,"TOKE HOUSE","539 GOVERNMENT ST UNIT 16","Authorized to Open",https://tokehouse.ca/shop-for-cannabis-dryden/
CRSA1475446,LIMOGES,"CANNABIS DOS","A-550 LIMOGES RD","Authorized to Open",
CRSA1202837,PETERBOROUGH,"SPARQ RETAIL","809 CHEMONG RD UNIT 24","Authorized to Open",https://sparqretail.ca/chemong/
CRSA1202592,"MOUNT FOREST","FRATELLI AND CO","514 MAIN ST N","Authorized to Open",
CRSA1195698,OTTAWA,"Spiritleaf South Keys","1009 DAZE ST UNIT D","Authorized to Open",https://spiritleaf.ca/collections/spiritleaf-south-keys
CRSA1198624,OSHAWA,"Stash & Co","843 KING ST W","Authorized to Open",
CRSA1201931,WINDSOR,"RC BUD SHOP","8061 WYANDOTTE ST E","Authorized to Open",
CRSA1269525,"ARMSTRONG STATION","Happy Time","16 KING STREET","Authorized to Open",
CRSA1197634,WELLAND,"Toke Cannabis","589 SOUTH PELHAM RD UNIT 150","Authorized to Open",https://tokecannabis.com/locations/welland/
CRSA1293721,"VERMILLION BAY","West End Cannabis VB","146 VERMILLION BAY ST.","Authorized to Open",https://westendcannabisco.com
CRSA1199820,EMBRUN,"ShinyBud Cannabis Co. Embrun","649 NOTRE DAME ST UNIT 108","Authorized to Open",https://shinybud.com/embrun/
CRSA1206092,TORONTO,"CANVAS CANNABIS","94 HARBORD ST","Authorized to Open",https://www.canvascannabis.ca/cannabis-store/harbord-village-dispensary
CRSA1196872,COMBERMERE,"Bent Bud","39268 COMBERMERE ROAD","Authorized to Open",https://www.bentbud.com/
CRSA1201211,PICKERING,LOLLY,"715 KROSNO BLVD","Authorized to Open",
CRSA1199825,WATERLOO,"Reserved Cannabis","646 ERB ST W UNIT 101","Authorized to Open",https://www.reservedcannabis.ca
CRSA1476553,GANANOQUE,CANNAZONIA,"191 KING ST E","Authorized to Open",
CRSA1203589,ETOBICOKE,"MOONROCK CANNABIS","2324 LAKE SHORE BLVD W UNIT 3","Authorized to Open",https://moonrockcannabis.ca/cannabis-shop/
CRSA1205373,LASALLE,"The LaSalle Cannabis Company","791 FRONT RD UNIT B2","Authorized to Open",https://www.thelcc.ca
CRSA1477222,HAMILTON,"Discounted Cannabis","96 CENTENNIAL PKY N UNIT 10","Authorized to Open",https://www.discountedcannabis.ca
CRSA1477347,WINDSOR,"Discounted Cannabis","405B TECUMSEH RD W","Authorized to Open",https://www.discountedcannabis.ca
CRSA1308195,"ST THOMAS","Canna Cabana","1010 TALBOT ST UNIT 32","Authorized to Open",https://cannacabana.com/
CRSA1477706,BRADFORD,"Beaverton cannabis","23 HOLLAND STREET EAST","Authorized to Open",
CRSA1325419,"PORT COLBORNE","PARADISE CANNABIS","230 MAIN ST W UNIT C","Authorized to Open",
CRSA1477846,LONDON,"Main Street Cannabis Co.","2386 MAIN ST UNIT 6","Authorized to Open",
CRSA1203863,PENETANGUISHENE,"Speakeasy Cannabis","68 MAIN STREET, UNIT 1","Authorized to Open",https://speakeasycannabis.ca
CRSA1319563,MISSISSAUGA,"CROWN LEAF","3355 HURONTARIO ST SUITE 6A","Authorized to Open",https://thecrownleaf.ca
CRSA1198657,"GRAND BEND","True North Cannabis","31 ONTARIO ST N UNIT 2 & 3","Authorized to Open",https://TNCC.ca
CRSA1193238,LEAMINGTON,"TRUE NORTH CANNABIS CO.","11 ERIE ST S SUITE 3","Authorized to Open",https://TNCC.ca
CRSA1197372,AYLMER,"True North Cannabis Company","115 TALBOT ST W","Authorized to Open",https://www.tncc.ca/shop/aylmer/
CRSA1197362,"FORT ERIE","True North Cannabis Co.","201 JARVIS ST","Authorized to Open",
CRSA1172491,TORONTO,"Northern Helm Cannabis","514 KING ST E UNIT E","Authorized to Open",https://www.northernhelm.com/shopkingeast
CRSA1196743,TILLSONBURG,"True North Cannabis Co.","110 BROADWAY ST","Authorized to Open",https://www.tncc.ca/shop/tillsonburg/
CRSA1195197,BROCKVILLE,"True North Cannabis Co.","2107 PARKEDALE AVE","Authorized to Open",https://tncc.ca
CRSA1195095,BRANTFORD,"True North Cannabis Co","153 WEST ST","Authorized to Open",https://www.tncc.ca/
CRSA1195089,STRATFORD,"True North Cannabis Co.","673 ONTARIO ST","Authorized to Open",https://www.tncc.ca/shop/listowel/
CRSA1195088,"ST CATHARINES","True North Cannabis Co.","92 PELHAM RD","Authorized to Open",https://www.tncc.ca/shop/st-catharines/
CRSA1195084,LISTOWEL,"True North Cannabis Co.","780 WALLACE AVE N","Authorized to Open",
CRSA1195080,BELLEVILLE,"True North Cannabis Co.","20 BRIDGE ST W","Authorized to Open",https://tncc.ca
CRSA1193988,WALLACEBURG,"True North Cannabis Co.","740 JAMES ST","Authorized to Open",https://www.tncc.ca
CRSA1193246,SIMCOE,"True North Cannabis Co.","26 ROBINSON ST","Authorized to Open",https://www.tncc.ca/shop/simcoe/
CRSA1190852,CAMBRIDGE,"True North Cannabis Company","960 KING ST E SUITE 3","Authorized to Open",https://www.tncc.ca/
CRSA1200382,GEORGETOWN,"SPIRITLEAF - GEORGETOWN","280 GUELPH ST UNIT 025A & 025B","Authorized to Open",https://spiritleaf.ca/collections/spiritleaf-georgetown
CRSA1203116,KAPUSKASING,"Pop's Cannabis Co. Kapuskasing","25 BRUNETVILLE RD UNIT B1","Authorized to Open",https://popscannabis.ca/shop
CRSA1288593,GUELPH,"Reserved Cannabis Guelph","615 SCOTTSDALE DR UNIT 2","Authorized to Open",https://www.reservedcannabis.ca/guelph-shop
CRSA1479471,TORONTO,"EIGHTH CANNABIS","923 KINGSTON RD","Authorized to Open",https://beaches.8th.ca/
CRSA1479482,TORONTO,"EIGHTH CANNABIS","702 PAPE AVE","Authorized to Open",https://danforth.8th.ca/
CRSA1239005,BELLEVILLE,"Tokyo Smoke Belleville","305 NORTH FRONT ST UNIT 4","Authorized to Open",https://ca.tokyosmoke.com/
CRSA1172509,NEPEAN,"Tokyo Smoke Chapman Mills","80 MARKETPLACE AVE UNIT J009","Authorized to Open",https://ca.tokyosmoke.com/
CRSA1172536,SCARBOROUGH,"Tokyo Smoke Eglinton Town Centre","8 LEBOVIC AVE UNIT B5","Authorized to Open",https://ca.tokyosmoke.com/
CRSA1189139,TORONTO,"Tokyo Smoke","979 BLOOR ST W","Authorized to Open",https://ca.tokyosmoke.com/
CRSA1194382,WATERLOO,"Tokyo Smoke","655 ERB STREET WEST, UNIT 665-500","Authorized to Open",https://ca.tokyosmoke.com/
CRSA1208517,TORONTO,"Tokyo Smoke 450 Yonge","450 YONGE ST","Authorized to Open",https://ca.tokyosmoke.com/
CRSA1193322,"THUNDER BAY","TOKYO SMOKE","572 ARTHUR ST W UNIT 5","Authorized to Open",https://ca.tokyosmoke.com/
CRSA1303086,HAMILTON,"Tokyo Smoke Fennell","967 FENNELL AVE E UNIT 4","Authorized to Open",https://ca.tokyosmoke.com/
CRSA1193321,OSHAWA,"Tokyo Smoke","400 KING ST W UNIT 7","Authorized to Open",https://ca.tokyosmoke.com/
CRSA1190176,TORONTO,"Tokyo Smoke","94 CUMBERLAND ST UNIT 2","Authorized to Open",https://ca.tokyosmoke.com/
CRSA1197341,ORLEANS,"Tokyo Smoke","2006 MER BLEUE RD UNIT G1","Authorized to Open",https://ca.tokyosmoke.com/
CRSA1202428,"STONEY CREEK","Cannabis Cupboard","952 QUEENSTON RD UNIT 10","Authorized to Open",https://cannabiscupboard.ca
CRSA1194090,CORNWALL,"Groove Cannabis Co. Inc.","1380 SECOND ST E UNIT 26","Authorized to Open",https://Groovecannabis.com
CRSA1205699,LONDON,"FIKA LOCAL CANNABIS","340 CLARKE RD UNIT 3","Authorized to Open",https://fikacannabis.com/shop
CRSA1195334,BROCKVILLE,"SHINYBUD CANNABIS CO. 182 KING ST WEST","182 KING ST W","Authorized to Open",https://shinybud.com/brockville-king/
CRSA1207206,SCARBOROUGH,"Cannabis Hut Ltd.","2254 BIRCHMOUNT RD","Authorized to Open",https://cannabishut.ca
CRSA1210014,TECUMSEH,URBNBUD,"1614 LESPERANCE RD BUILDING F3 UNIT D","Authorized to Open",https://urbnbud.com
CRSA1479718,ALEXANDRIA,"Alexandria Cannabis","43 ANIK ST SUITE B","Authorized to Open",
CRSA1201880,BRAMPTON,"Spiritleaf - Brickyard","110 BRICKYARD WAY UNIT 12","Authorized to Open",
CRSA1480667,LONDON,"SESSIONS CANNABIS","395 WELLINGTON RD UNIT 15","Authorized to Open",https://www.sessions.ca/london-south-dispensary-menu/
CRSA1333445,"NORTH YORK","Havok Smoke Cannabis & Accessories","650 SHEPPARD AVE W","Authorized to Open",https://havoksmoke.com
CRSA1306520,LONDON,"One Plant","3030 WONDERLAND RD S","Authorized to Open",https://www.oneplant.ca/locations/london-wonderland
CRSA1199605,STRATFORD,"CANNABIS CANNABIS","90 WELLINGTON ST","Authorized to Open",https://www.cannabiscannabis.com
CRSA1227519,SCARBOROUGH,"Chronzz Cannabis Shop","1157 ELLESMERE RD UNIT 5","Authorized to Open",https://chronzzcannabis.com
CRSA1306483,LONDON,"One Plant","94 FANSHAWE PARK RD E UNIT 6","Authorized to Open",https://www.oneplant.ca/locations/london-masonville
CRSA1199593,"WASAGA BEACH",GROOVY'S,"676 RIVER RD E","Authorized to Open",https://www.groovys.ca
CRSA1207112,TRENTON,"Paradise Cannabis","255 GLEN MILLER RD UNIT 4","Authorized to Open",
CRSA1196423,KOMOKA,"Inspired Cannabis Co","10166 GLENDON DR UNIT 204","Authorized to Open",https://www.inspiredcannabis.ca
CRSA1196422,KINGSTON,"Inspired Cannabis Co","246 PRINCESS ST","Authorized to Open",https://www.inspiredcannabis.ca
CRSA1290645,OSHAWA,"Canna Cabana","1383 WILSON RD N UNIT 1","Authorized to Open",https://cannacabana.com/
CRSA1310864,CAMBRIDGE,"One Plant","350 HESPELER RD BLDG B UNIT 8","Authorized to Open",https://www.oneplant.ca/locations/cambridge
CRSA1201513,PICKERING,"BUZZED BUDS","1278 KINGSTON RD UNIT B 1-2","Authorized to Open",https://www.buzzedbuds.co/
CRSA1204737,OTTAWA,"The Oz Store","294 SOMERSET ST W","Authorized to Open",https://ozstore.ca/
CRSA1203721,ARTHUR,"Cannabis Stop Inc","168 GEORGE STREET SUITE 101","Authorized to Open",https://www.cannabisstopinc.com
CRSA1313108,WHEATLEY,"The Higher Cannabis Company","12 TALBOT RD W","Authorized to Open",https://www.thcco.ca
CRSA1197457,OTTAWA,"The Herbary","1301 RICHMOND RD","Authorized to Open",https://www.theherbary.com
